TP22143	22278	22428	22278	22324	22324	22428
TP22322	22355	22505	22355	22379	22379	22505
TP22652	22712	22862	22712	22772	22772	22862
TP23065	23105	23255	23105	23166	23166	23255
TP23535	23577	23727	23577	23652	23652	23727
TP23904	23985	24135	23985	24019	24019	24135
TP24212	24263	24413	24263	24264	24264	24413
TP24388	24494	24644	24494	24499	24499	24644
TP24540	24630	24780	24630	24651	24651	24780
TP24729	24743	24893	24743	24756	24756	24893
TP24895	24911	25061	24911	24960	24960	25061
TP25130	25251	25401	25251	25270	25270	25401
TP25625	25762	25912	25762	25805	25805	25912
TP25780	25780	25930	25780	25842	25842	25930
TP26042	26185	26335	26185	26196	26196	26335
TP26369	26502	26652	26502	26535	26535	26652
TP26770	26918	27068	26918	26988	26988	27068
TP27038	27061	27211	27061	27062	27062	27211
TP27228	27373	27523	27373	27409	27409	27523
TP27572	27699	27849	27699	27746	27746	27849
TP27968	28074	28224	28074	28121	28121	28224
TP28268	28333	28483	28333	28394	28394	28483
TP28497	28518	28668	28518	28526	28526	28668
TP28662	28734	28884	28734	28805	28805	28884
TP28875	28987	29137	28987	29016	29016	29137
TP29048	29159	29309	29159	29220	29220	29309
TP29487	29580	29730	29580	29592	29592	29730
TP29726	29749	29899	29749	29749	29749	29899
TP29982	30104	30254	30104	30173	30173	30254
TP30343	30352	30502	30352	30404	30404	30502
TP30668	30695	30845	30695	30728	30728	30845
TP31139	31252	31402	31252	31277	31277	31402
TP31345	31414	31564	31414	31463	31463	31564
TP31692	31828	31978	31828	31890	31890	31978
TP31916	31981	32131	31981	32043	32043	32131
TP32074	32122	32272	32122	32187	32187	32272
TP32293	32418	32568	32418	32473	32473	32568
TP32677	32811	32961	32811	32879	32879	32961
TP32999	33106	33256	33106	33136	33136	33256
TP33282	33396	33546	33396	33418	33418	33546
TP33529	33621	33771	33621	33627	33627	33771
TP33803	33808	33958	33808	33812	33812	33958
TP34139	34146	34296	34146	34215	34215	34296
TP34616	34700	34850	34700	34742	34742	34850
TP34845	34956	35106	34956	35002	35002	35106
TP35165	35256	35406	35256	35308	35308	35406
TP35554	35683	35833	35683	35742	35742	35833
TP35787	35804	35954	35804	35812	35812	35954
TP36269	36419	36569	36419	36493	36493	36569
TP36664	36709	36859	36709	36718	36718	36859
TP36815	36934	37084	36934	36997	36997	37084
TP37027	37110	37260	37110	37183	37183	37260
TP37188	37286	37436	37286	37320	37320	37436
TP37357	37426	37576	37426	37438	37438	37576
TP37738	37864	38014	37864	37897	37897	38014
TP37953	38041	38191	38041	38050	38050	38191
TP38106	38171	38321	38171	38180	38180	38321
TP38506	38593	38743	38593	38619	38619	38743
TP38754	38892	39042	38892	38956	38956	39042
TP39124	39261	39411	39261	39331	39331	39411
TP39568	39635	39785	39635	39641	39641	39785
TP39980	40038	40188	40038	40050	40050	40188
TP40184	40249	40399	40249	40286	40286	40399
TP40345	40401	40551	40401	40457	40457	40551
TP40842	40953	41103	40953	40958	40958	41103
TP41266	41405	41555	41405	41461	41461	41555
TP41542	41662	41812	41662	41733	41733	41812
TP41910	42026	42176	42026	42037	42037	42176
TP42113	42236	42386	42236	42254	42254	42386
TP42536	42627	42777	42627	42645	42645	42777
TP42898	42994	43144	42994	43059	43059	43144
TP43234	43257	43407	43257	43266	43266	43407
TP43460	43495	43645	43495	43525	43525	43645
TP43934	44060	44210	44060	44095	44095	44210
TP44267	44406	44556	44406	44465	44465	44556
TP44477	44522	44672	44522	44577	44577	44672
TP44823	44940	45090	44940	44980	44980	45090
TP45016	45161	45311	45161	45169	45169	45311
TP45234	45245	45395	45245	45292	45292	45395
TP45660	45807	45957	45807	45829	45829	45957
TP45926	45960	46110	45960	45968	45968	46110
TP46424	46522	46672	46522	46596	46596	46672
TP46845	46881	47031	46881	46893	46893	47031
TP47281	47394	47544	47394	47446	47446	47544
TP47531	47680	47830	47680	47694	47694	47830
TP47948	48018	48168	48018	48073	48073	48168
TP48216	48281	48431	48281	48285	48285	48431
TP48628	48769	48919	48769	48807	48807	48919
TP49100	49165	49315	49165	49179	49179	49315
TP49445	49570	49720	49570	49583	49583	49720
TP49931	49944	50094	49944	49978	49978	50094
TP50152	50288	50438	50288	50299	50299	50438
TP50479	50591	50741	50591	50660	50660	50741
TP50818	50895	51045	50895	50930	50930	51045
TP51269	51365	51515	51365	51371	51371	51515
TP51701	51778	51928	51778	51845	51845	51928
TP52088	52184	52334	52184	52213	52213	52334
TP52246	52384	52534	52384	52395	52395	52534
TP52570	52632	52782	52632	52657	52657	52782
TP52998	53095	53245	53095	53166	53166	53245
TP53254	53301	53451	53301	53370	53370	53451
TP53423	53557	53707	53557	53596	53596	53707
TP53680	53797	53947	53797	53871	53871	53947
TP54001	54074	54224	54074	54138	54138	54224
TP54192	54327	54477	54327	54360	54360	54477
TP54449	54503	54653	54503	54572	54572	54653
TP54928	55067	55217	55067	55139	55139	55217
TP55091	55224	55374	55224	55244	55244	55374
TP55438	55456	55606	55456	55469	55469	55606
TP55606	55688	55838	55688	55698	55698	55838
TP56105	56195	56345	56195	56212	56212	56345
TP56323	56451	56601	56451	56516	56516	56601
TP56535	56604	56754	56604	56671	56671	56754
TP56877	56967	57117	56967	57037	57037	57117
TP57203	57308	57458	57308	57334	57334	57458
TP57367	57413	57563	57413	57460	57460	57563
TP57675	57748	57898	57748	57750	57750	57898
TP58012	58113	58263	58113	58136	58136	58263
TP58444	58538	58688	58538	58580	58580	58688
TP58895	59012	59162	59012	59086	59086	59162
TP59190	59305	59455	59305	59355	59355	59455
TP59353	59397	59547	59397	59407	59407	59547
TP59833	59890	60040	59890	59930	59930	60040
TP60165	60183	60333	60183	60258	60258	60333
TP60661	60665	60815	60665	60689	60689	60815
TP61067	61083	61233	61083	61106	61106	61233
TP61337	61395	61545	61395	61400	61400	61545
TP61640	61786	61936	61786	61838	61838	61936
TP62106	62194	62344	62194	62253	62253	62344
TP62479	62613	62763	62613	62675	62675	62763
TP62924	63017	63167	63017	63070	63070	63167
TP63151	63248	63398	63248	63254	63254	63398
TP63552	63643	63793	63643	63696	63696	63793
TP63877	63882	64032	63882	63909	63909	64032
TP64099	64231	64381	64231	64303	64303	64381
TP64250	64298	64448	64298	64298	64298	64448
TP64702	64848	64998	64848	64857	64857	64998
TP65147	65223	65373	65223	65277	65277	65373
TP65389	65406	65556	65406	65454	65454	65556
TP65846	65885	66035	65885	65923	65923	66035
TP66315	66450	66600	66450	66483	66483	66600
TP66775	66872	67022	66872	66916	66916	67022
TP67005	67102	67252	67102	67106	67106	67252
TP67196	67330	67480	67330	67330	67330	67480
TP67690	67763	67913	67763	67770	67770	67913
TP67908	68047	68197	68047	68115	68115	68197
TP68223	68352	68502	68352	68367	68367	68502
TP68667	68708	68858	68708	68755	68755	68858
TP69089	69224	69374	69224	69252	69252	69374
TP69533	69541	69691	69541	69599	69599	69691
TP69717	69718	69868	69718	69733	69733	69868
TP70055	70154	70304	70154	70219	70219	70304
TP70505	70625	70775	70625	70700	70700	70775
TP70934	71083	71233	71083	71117	71117	71233
TP71183	71313	71463	71313	71326	71326	71463
TP71453	71540	71690	71540	71563	71563	71690
TP71851	71961	72111	71961	72035	72035	72111
TP72197	72256	72406	72256	72261	72261	72406
TP72620	72766	72916	72766	72815	72815	72916
TP73113	73225	73375	73225	73263	73263	73375
TP73427	73470	73620	73470	73501	73501	73620
TP73906	73939	74089	73939	74013	74013	74089
TP74271	74331	74481	74331	74385	74385	74481
TP74482	74599	74749	74599	74671	74671	74749
TP74658	74772	74922	74772	74783	74783	74922
TP75067	75072	75222	75072	75108	75108	75222
TP75303	75418	75568	75418	75452	75452	75568
TP75720	75774	75924	75774	75789	75789	75924
TP76130	76156	76306	76156	76209	76209	76306
TP76396	76542	76692	76542	76615	76615	76692
TP76592	76739	76889	76739	76798	76798	76889
TP76917	76948	77098	76948	77008	77008	77098
TP77109	77120	77270	77120	77153	77153	77270
TP77345	77439	77589	77439	77466	77466	77589
TP77720	77765	77915	77765	77817	77817	77915
TP78017	78115	78265	78115	78185	78185	78265
TP78211	78219	78369	78219	78289	78289	78369
TP78496	78564	78714	78564	78566	78566	78714
TP78924	78993	79143	78993	79059	79059	79143
TP79257	79356	79506	79356	79415	79415	79506
TP79692	79751	79901	79751	79786	79786	79901
TP80119	80199	80349	80199	80210	80210	80349
TP80499	80521	80671	80521	80528	80528	80671
TP80892	81041	81191	81041	81112	81112	81191
TP81205	81213	81363	81213	81262	81262	81363
TP81356	81366	81516	81366	81373	81373	81516
TP81561	81619	81769	81619	81640	81640	81769
TP81822	81896	82046	81896	81941	81941	82046
TP82268	82401	82551	82401	82412	82412	82551
TP82725	82804	82954	82804	82857	82857	82954
TP82972	83009	83159	83009	83009	83009	83159
TP83394	83419	83569	83419	83464	83464	83569
TP83755	83855	84005	83855	83885	83885	84005
TP84211	84342	84492	84342	84351	84351	84492
TP84379	84526	84676	84526	84537	84537	84676
TP84709	84776	84926	84776	84791	84791	84926
TP85071	85124	85274	85124	85142	85142	85274
TP85233	85311	85461	85311	85386	85386	85461
TP85609	85631	85781	85631	85668	85668	85781
TP85812	85912	86062	85912	85966	85966	86062
TP86025	86078	86228	86078	86089	86089	86228
TP86358	86429	86579	86429	86469	86469	86579
TP86606	86740	86890	86740	86787	86787	86890
TP86805	86920	87070	86920	86972	86972	87070
TP87255	87257	87407	87257	87309	87309	87407
TP87439	87587	87737	87587	87646	87646	87737
TP87621	87698	87848	87698	87743	87743	87848
TP87916	87948	88098	87948	87992	87992	88098
TP88199	88218	88368	88218	88254	88254	88368
TP88616	88703	88853	88703	88753	88753	88853
TP88909	88925	89075	88925	88980	88980	89075
TP89207	89284	89434	89284	89318	89318	89434
TP89456	89583	89733	89583	89586	89586	89733
TP89643	89707	89857	89707	89763	89763	89857
TP89898	89937	90087	89937	89942	89942	90087
TP90226	90303	90453	90303	90332	90332	90453
TP90416	90479	90629	90479	90499	90499	90629
TP90859	90912	91062	90912	90919	90919	91062
TP91173	91186	91336	91186	91247	91247	91336
TP91595	91684	91834	91684	91706	91706	91834
TP91891	91967	92117	91967	91983	91983	92117
TP92292	92397	92547	92397	92459	92459	92547
TP92621	92633	92783	92633	92648	92648	92783
TP92776	92921	93071	92921	92924	92924	93071
TP93156	93269	93419	93269	93292	93292	93419
TP93540	93548	93698	93548	93603	93603	93698
TP93993	94025	94175	94025	94097	94097	94175
TP94170	94261	94411	94261	94326	94326	94411
TP94406	94444	94594	94444	94461	94461	94594
TP94906	95042	95192	95042	95068	95068	95192
TP95124	95218	95368	95218	95230	95230	95368
TP95548	95695	95845	95695	95700	95700	95845
TP96048	96142	96292	96142	96209	96209	96292
TP96402	96424	96574	96424	96473	96473	96574
TP96683	96792	96942	96792	96850	96850	96942
TP96984	97071	97221	97071	97138	97138	97221
TP97233	97238	97388	97238	97304	97304	97388
TP97433	97461	97611	97461	97512	97512	97611
TP97636	97656	97806	97656	97730	97730	97806
TP97827	97844	97994	97844	97852	97852	97994
TP98181	98326	98476	98326	98350	98350	98476
TP98528	98589	98739	98589	98592	98592	98739
TP98793	98806	98956	98806	98853	98853	98956
TP99069	99117	99267	99117	99117	99117	99267
TP99347	99428	99578	99428	99496	99496	99578
TP99593	99695	99845	99695	99741	99741	99845
TP99824	99973	100123	99973	100044	100044	100123
TP100310	100392	100542	100392	100437	100437	100542
TP100519	100565	100715	100565	100581	100581	100715
TP100968	100972	101122	100972	100984	100984	101122
TP101121	101133	101283	101133	101162	101162	101283
TP101518	101586	101736	101586	101646	101646	101736
TP101738	101796	101946	101796	101840	101840	101946
TP102172	102203	102353	102203	102233	102233	102353
TP102496	102635	102785	102635	102680	102680	102785
TP102860	102868	103018	102868	102884	102884	103018
TP103234	103369	103519	103369	103402	103402	103519
TP103511	103539	103689	103539	103589	103589	103689
TP103818	103934	104084	103934	103985	103985	104084
TP104051	104066	104216	104066	104116	104116	104216
TP104322	104415	104565	104415	104470	104470	104565
TP104477	104554	104704	104554	104615	104615	104704
TP104687	104754	104904	104754	104790	104790	104904
TP104936	105016	105166	105016	105075	105075	105166
TP105148	105293	105443	105293	105367	105367	105443
TP105627	105653	105803	105653	105685	105685	105803
TP105940	105946	106096	105946	105973	105973	106096
TP106403	106455	106605	106455	106479	106479	106605
TP106614	106675	106825	106675	106729	106729	106825
TP106948	106958	107108	106958	106979	106979	107108
TP107274	107384	107534	107384	107396	107396	107534
TP107751	107756	107906	107756	107775	107775	107906
TP108109	108253	108403	108253	108290	108290	108403
TP108391	108499	108649	108499	108557	108557	108649
TP108720	108857	109007	108857	108923	108923	109007
TP109181	109204	109354	109204	109270	109270	109354
TP109398	109527	109677	109527	109593	109593	109677
TP109895	109903	110053	109903	109912	109912	110053
TP110065	110162	110312	110162	110165	110165	110312
TP110232	110342	110492	110342	110373	110373	110492
TP110448	110592	110742	110592	110598	110598	110742
TP110654	110769	110919	110769	110824	110824	110919
TP110984	111089	111239	111089	111140	111140	111239
TP111357	111396	111546	111396	111427	111427	111546
TP111815	111824	111974	111824	111863	111863	111974
TP112180	112227	112377	112227	112278	112278	112377
TP112577	112663	112813	112663	112691	112691	112813
TP112970	113077	113227	113077	113100	113100	113227
TP113200	113221	113371	113221	113229	113229	113371
TP113395	113472	113622	113472	113479	113479	113622
TP113765	113856	114006	113856	113873	113873	114006
TP114202	114309	114459	114309	114377	114377	114459
TP114538	114680	114830	114680	114732	114732	114830
TP114714	114744	114894	114744	114763	114763	114894
TP115173	115273	115423	115273	115320	115320	115423
TP115334	115348	115498	115348	115348	115348	115498
TP115751	115859	116009	115859	115871	115871	116009
TP115986	116061	116211	116061	116109	116109	116211
TP116448	116512	116662	116512	116519	116519	116662
TP116642	116645	116795	116645	116696	116696	116795
TP116970	117010	117160	117010	117032	117032	117160
TP117184	117257	117407	117257	117319	117319	117407
TP117598	117668	117818	117668	117684	117684	117818
TP117830	117925	118075	117925	117935	117935	118075
TP118155	118275	118425	118275	118339	118339	118425
TP118644	118732	118882	118732	118770	118770	118882
TP118948	119080	119230	119080	119113	119113	119230
TP119318	119322	119472	119322	119343	119343	119472
TP119818	119824	119974	119824	119850	119850	119974
TP119999	120034	120184	120034	120073	120073	120184
TP120161	120200	120350	120200	120218	120218	120350
TP120555	120652	120802	120652	120683	120683	120802
TP120938	121075	121225	121075	121126	121126	121225
TP121276	121287	121437	121287	121359	121359	121437
TP121626	121692	121842	121692	121732	121732	121842
TP121787	121850	122000	121850	121897	121897	122000
TP122145	122239	122389	122239	122242	122242	122389
TP122573	122647	122797	122647	122656	122656	122797
TP122942	122944	123094	122944	123015	123015	123094
TP123148	123218	123368	123218	123227	123227	123368
TP123494	123497	123647	123497	123515	123515	123647
TP123757	123811	123961	123811	123816	123816	123961
TP123953	124098	124248	124098	124138	124138	124248
TP124320	124456	124606	124456	124482	124482	124606
TP124646	124716	124866	124716	124791	124791	124866
TP124918	124954	125104	124954	125017	125017	125104
TP125271	125332	125482	125332	125376	125376	125482
TP125556	125562	125712	125562	125595	125595	125712
TP125784	125851	126001	125851	125853	125853	126001
TP125978	126115	126265	126115	126178	126178	126265
TP126375	126454	126604	126454	126482	126482	126604
TP126710	126729	126879	126729	126803	126803	126879
TP127134	127148	127298	127148	127193	127193	127298
TP127509	127616	127766	127616	127686	127686	127766
TP127904	127988	128138	127988	128052	128052	128138
TP128278	128340	128490	128340	128384	128384	128490
TP128498	128572	128722	128572	128601	128601	128722
TP128650	128663	128813	128663	128675	128675	128813
TP128951	129080	129230	129080	129133	129133	129230
TP129441	129570	129720	129570	129625	129625	129720
TP129785	129915	130065	129915	129951	129951	130065
TP130119	130204	130354	130204	130209	130209	130354
TP130590	130672	130822	130672	130707	130707	130822
TP130775	130900	131050	130900	130970	130970	131050
TP131183	131238	131388	131238	131293	131293	131388
TP131348	131444	131594	131444	131487	131487	131594
TP131815	131901	132051	131901	131958	131958	132051
TP132308	132323	132473	132323	132341	132341	132473
TP132686	132691	132841	132691	132694	132694	132841
TP133004	133119	133269	133119	133181	133181	133269
TP133484	133604	133754	133604	133612	133612	133754
TP133819	133916	134066	133916	133958	133958	134066
TP134076	134195	134345	134195	134253	134253	134345
TP134411	134561	134711	134561	134605	134605	134711
TP134568	134622	134772	134622	134649	134649	134772
TP135056	135156	135306	135156	135165	135165	135306
TP135455	135582	135732	135582	135590	135590	135732
TP135743	135744	135894	135744	135747	135747	135894
TP136009	136009	136159	136009	136025	136025	136159
TP136200	136224	136374	136224	136296	136296	136374
TP136388	136519	136669	136519	136542	136542	136669
TP136652	136775	136925	136775	136814	136814	136925
TP137071	137085	137235	137085	137154	137154	137235
TP137342	137484	137634	137484	137515	137515	137634
TP137769	137893	138043	137893	137963	137963	138043
TP138056	138138	138288	138138	138160	138160	138288
TP138502	138571	138721	138571	138622	138622	138721
TP138784	138820	138970	138820	138864	138864	138970
TP139133	139184	139334	139184	139259	139259	139334
TP139370	139416	139566	139416	139416	139416	139566
TP139619	139624	139774	139624	139646	139646	139774
TP140007	140071	140221	140071	140088	140088	140221
TP140463	140494	140644	140494	140545	140545	140644
TP140694	140808	140958	140808	140841	140841	140958
TP140951	141071	141221	141071	141100	141100	141221
TP141119	141134	141284	141134	141143	141143	141284
TP141526	141584	141734	141584	141632	141632	141734
TP141999	142102	142252	142102	142130	142130	142252
TP142261	142334	142484	142334	142399	142399	142484
TP142603	142740	142890	142740	142809	142809	142890
TP143070	143169	143319	143169	143169	143169	143319
TP143552	143634	143784	143634	143709	143709	143784
TP143858	143912	144062	143912	143965	143965	144062
TP144276	144349	144499	144349	144364	144364	144499
TP144579	144623	144773	144623	144674	144674	144773
TP144734	144814	144964	144814	144851	144851	144964
TP145171	145178	145328	145178	145198	145198	145328
TP145634	145635	145785	145635	145704	145704	145785
TP145852	145872	146022	145872	145895	145895	146022
TP146169	146198	146348	146198	146258	146258	146348
TP146374	146489	146639	146489	146548	146548	146639
TP146810	146864	147014	146864	146936	146936	147014
TP146968	147071	147221	147071	147134	147134	147221
TP147433	147541	147691	147541	147549	147549	147691
TP147714	147772	147922	147772	147831	147831	147922
TP148214	148335	148485	148335	148372	148372	148485
TP148477	148599	148749	148599	148664	148664	148749
TP148644	148679	148829	148679	148693	148693	148829
TP149022	149121	149271	149121	149134	149134	149271
TP149499	149640	149790	149640	149704	149704	149790
TP149766	149800	149950	149800	149858	149858	149950
TP150181	150252	150402	150252	150252	150252	150402
TP150552	150575	150725	150575	150593	150593	150725
TP150731	150806	150956	150806	150833	150833	150956
TP151216	151265	151415	151265	151276	151276	151415
TP151652	151682	151832	151682	151751	151751	151832
TP151920	151999	152149	151999	152040	152040	152149
TP152201	152334	152484	152334	152396	152396	152484
TP152664	152757	152907	152757	152814	152814	152907
TP152960	153052	153202	153052	153070	153070	153202
TP153432	153497	153647	153497	153507	153507	153647
TP153714	153743	153893	153743	153787	153787	153893
TP154158	154243	154393	154243	154245	154245	154393
TP154571	154589	154739	154589	154623	154623	154739
TP155048	155129	155279	155129	155159	155159	155279
TP155305	155400	155550	155400	155404	155404	155550
TP155534	155561	155711	155561	155598	155598	155711
TP155900	155919	156069	155919	155925	155925	156069
TP156143	156183	156333	156183	156237	156237	156333
TP156438	156574	156724	156574	156591	156591	156724
TP156702	156786	156936	156786	156786	156786	156936
TP157198	157206	157356	157206	157221	157221	157356
TP157388	157496	157646	157496	157498	157498	157646
TP157618	157677	157827	157677	157686	157686	157827
TP157841	157957	158107	157957	158027	158027	158107
TP158031	158114	158264	158114	158138	158138	158264
TP158479	158629	158779	158629	158680	158680	158779
TP158923	158960	159110	158960	158992	158992	159110
TP159314	159400	159550	159400	159463	159463	159550
TP159729	159806	159956	159806	159851	159851	159956
TP159991	160056	160206	160056	160102	160102	160206
TP160339	160457	160607	160457	160529	160529	160607
TP160497	160552	160702	160552	160625	160625	160702
TP160751	160798	160948	160798	160818	160818	160948
TP161143	161254	161404	161254	161300	161300	161404
TP161347	161430	161580	161430	161439	161439	161580
TP161847	161911	162061	161911	161963	161963	162061
TP162041	162181	162331	162181	162234	162234	162331
TP162280	162362	162512	162362	162393	162393	162512
TP162673	162816	162966	162816	162860	162860	162966
TP162842	162908	163058	162908	162948	162948	163058
TP163307	163449	163599	163449	163503	163503	163599
TP163729	163810	163960	163810	163859	163859	163960
TP164023	164121	164271	164121	164171	164171	164271
TP164350	164424	164574	164424	164434	164434	164574
TP164736	164741	164891	164741	164812	164812	164891
TP165126	165214	165364	165214	165252	165252	165364
TP165299	165307	165457	165307	165318	165318	165457
TP165479	165516	165666	165516	165567	165567	165666
TP165924	166024	166174	166024	166034	166034	166174
TP166131	166281	166431	166281	166287	166287	166431
TP166319	166432	166582	166432	166473	166473	166582
TP166591	166685	166835	166685	166722	166722	166835
TP166860	166917	167067	166917	166932	166932	167067
TP167305	167419	167569	167419	167428	167428	167569
TP167757	167903	168053	167903	167963	167963	168053
TP168196	168287	168437	168287	168321	168321	168437
TP168683	168727	168877	168727	168763	168763	168877
TP169083	169186	169336	169186	169215	169215	169336
TP169415	169463	169613	169463	169518	169518	169613
TP169838	169842	169992	169842	169890	169890	169992
TP169989	169989	170139	169989	170020	170020	170139
TP170408	170534	170684	170534	170573	170573	170684
TP170908	170979	171129	170979	170986	170986	171129
TP171353	171431	171581	171431	171503	171503	171581
TP171814	171864	172014	171864	171865	171865	172014
TP172302	172368	172518	172368	172425	172425	172518
TP172780	172896	173046	172896	172906	172906	173046
TP173092	173131	173281	173131	173156	173156	173281
TP173587	173597	173747	173597	173600	173600	173747
TP173816	173913	174063	173913	173920	173920	174063
TP174228	174250	174400	174250	174323	174323	174400
TP174640	174713	174863	174713	174734	174734	174863
TP174829	174858	175008	174858	174921	174921	175008
TP175193	175239	175389	175239	175313	175313	175389
TP175564	175605	175755	175605	175659	175659	175755
TP175840	175967	176117	175967	176021	176021	176117
TP176242	176254	176404	176254	176319	176319	176404
TP176718	176856	177006	176856	176919	176919	177006
TP176880	176934	177084	176934	176995	176995	177084
TP177059	177169	177319	177169	177185	177185	177319
TP177256	177363	177513	177363	177384	177384	177513
TP177482	177630	177780	177630	177690	177690	177780
TP177814	177918	178068	177918	177940	177940	178068
TP178140	178167	178317	178167	178178	178178	178317
TP178509	178577	178727	178577	178635	178635	178727
TP178922	179034	179184	179034	179035	179035	179184
TP179269	179284	179434	179284	179338	179338	179434
TP179743	179763	179913	179763	179804	179804	179913
TP179898	179978	180128	179978	180044	180044	180128
TP180083	180173	180323	180173	180231	180231	180323
TP180235	180377	180527	180377	180448	180448	180527
TP180733	180842	180992	180842	180857	180857	180992
TP181003	181146	181296	181146	181164	181164	181296
TP181205	181252	181402	181252	181318	181318	181402
TP181483	181496	181646	181496	181540	181540	181646
TP181735	181824	181974	181824	181857	181857	181974
TP182113	182169	182319	182169	182223	182223	182319
TP182292	182370	182520	182370	182417	182417	182520
TP182633	182703	182853	182703	182706	182706	182853
TP182839	182965	183115	182965	183037	183037	183115
TP183164	183165	183315	183165	183169	183169	183315
TP183544	183550	183700	183550	183604	183604	183700
TP183957	183985	184135	183985	184003	184003	184135
TP184444	184459	184609	184459	184460	184460	184609
TP184827	184843	184993	184843	184860	184860	184993
TP185199	185269	185419	185269	185275	185275	185419
TP185520	185619	185769	185619	185673	185673	185769
TP185844	185930	186080	185930	185992	185992	186080
TP186310	186419	186569	186419	186430	186430	186569
TP186468	186534	186684	186534	186605	186605	186684
TP186681	186743	186893	186743	186754	186754	186893
TP186841	186897	187047	186897	186927	186927	187047
TP187272	187334	187484	187334	187374	187374	187484
TP187768	187892	188042	187892	187909	187909	188042
TP187948	187980	188130	187980	188027	188027	188130
TP188331	188428	188578	188428	188499	188499	188578
TP188676	188774	188924	188774	188802	188802	188924
TP189068	189102	189252	189102	189156	189156	189252
TP189364	189506	189656	189506	189537	189537	189656
TP189814	189959	190109	189959	189969	189969	190109
TP190027	190095	190245	190095	190168	190168	190245
TP190211	190257	190407	190257	190257	190257	190407
TP190709	190812	190962	190812	190854	190854	190962
TP190880	190965	191115	190965	191003	191003	191115
TP191226	191357	191507	191357	191373	191373	191507
TP191559	191631	191781	191631	191695	191695	191781
TP191904	192045	192195	192045	192063	192063	192195
TP192398	192528	192678	192528	192592	192592	192678
TP192741	192832	192982	192832	192899	192899	192982
TP193215	193350	193500	193350	193422	193422	193500
TP193503	193559	193709	193559	193624	193624	193709
TP193803	193804	193954	193804	193859	193859	193954
TP194278	194374	194524	194374	194423	194423	194524
TP194597	194739	194889	194739	194813	194813	194889
TP194872	195006	195156	195006	195009	195009	195156
TP195070	195084	195234	195084	195108	195108	195234
TP195301	195431	195581	195431	195464	195464	195581
TP195746	195876	196026	195876	195908	195908	196026
TP196028	196140	196290	196140	196187	196187	196290
TP196361	196414	196564	196414	196443	196443	196564
TP196585	196637	196787	196637	196666	196666	196787
TP196826	196883	197033	196883	196920	196920	197033
